file,rank,name,research_fields,promotion_year,full_promotion_year,full_promotion_university,promotion_university,years_post_phd,years_post_phd_full,QUARTERLY JOURNAL OF ECONOMICS_count,AMERICAN ECONOMIC REVIEW_count,ECONOMETRICA_count,REVIEW OF ECONOMIC STUDIES_count,JOURNAL OF POLITICAL ECONOMY_count,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_count,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_count,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_count,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_count,THEORETICAL ECONOMICS_count,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_count,QUANTITATIVE ECONOMICS_count,REVIEW OF ECONOMICS AND STATISTICS_count,ECONOMIC JOURNAL_count,INTERNATIONAL ECONOMIC REVIEW_count,JOURNAL OF ECONOMIC THEORY_count,JOURNAL OF LABOR ECONOMICS_count,JOURNAL OF MONETARY ECONOMICS_count,RAND JOURNAL OF ECONOMICS_count,JOURNAL OF INTERNATIONAL ECONOMICS_count,JOURNAL OF PUBLIC ECONOMICS_count,JOURNAL OF ECONOMETRICS_count,JOURNAL OF DEVELOPMENT ECONOMICS_count,QUARTERLY JOURNAL OF ECONOMICS_year,AMERICAN ECONOMIC REVIEW_year,ECONOMETRICA_year,REVIEW OF ECONOMIC STUDIES_year,JOURNAL OF POLITICAL ECONOMY_year,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_year,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_year,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_year,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_year,THEORETICAL ECONOMICS_year,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_year,QUANTITATIVE ECONOMICS_year,REVIEW OF ECONOMICS AND STATISTICS_year,ECONOMIC JOURNAL_year,INTERNATIONAL ECONOMIC REVIEW_year,JOURNAL OF ECONOMIC THEORY_year,JOURNAL OF LABOR ECONOMICS_year,JOURNAL OF MONETARY ECONOMICS_year,RAND JOURNAL OF ECONOMICS_year,JOURNAL OF INTERNATIONAL ECONOMICS_year,JOURNAL OF PUBLIC ECONOMICS_year,JOURNAL OF ECONOMETRICS_year,JOURNAL OF DEVELOPMENT ECONOMICS_year
UC SantaBarbara/full/rupert-cv.docx,full,Peter Rupert,Macroeconomics; Labor Economics; Family Economics,,2007,"University of California, Santa Barbara",,,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,2,0,0,,,,,2001,,,,,,,,,,2000; 2004; 2016,2001; 2008; 2022,,1991; 2000; 2001; 2007; 2008; 2012; 2015; 2019,,,2008; 2018,,
UC SantaBarbara/full/deschenes_current_cv.docx,full,Olivier Deschenes,Environmental and Energy Economics; Health Economics; Labor Economics,2007,2016,"University of California, Santa Barbara","University of California, Santa Barbara",6,15,0,4,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,,2006; 2007; 2012; 2017,,,2016,,2011,2022,,,,,2009; 2025,,,,,,,,,2005,2020
UC SantaCruz/associate/CV Natalia.docx,associate,Natalia Lazzati,,2019,,,"University of California, Santa Cruz",8,,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,,,,,,,,,,,2021,2015; 2017,,,,2011; 2016,,,,,,,
UC SantaBarbara/full/vita_startz.docx,full,Richard Startz,,1984,1991,University of Washington,University of Washington,6,13,2,3,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,1,4,0,1983; 1989,1981; 1983; 1984,1990,1991,,,,,,,,,1989; 1998; 2008,,1998,,1998,1979; 1981; 1984; 2014,,,2003,1983; 2007; 2008; 2024,
UC SantaCruz/associate/CV_Gu.docx,associate,Weishi (Grace) Gu,,2020,,,"University of California, Santa Cruz",7,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,,,,,,,,,,,,,2020,,2023,,,,,2023; 2024,,,
UC SantaCruz/associate/CV_Gerelt.docx,associate,Gerelt Tserenjigmid,Microeconomic Theory; Decision Theory; Behavioral Economics; Revealed Preference Theory; Game Theory; Political Economy; Microeconomics; Theoretical Economics; Economic Theory; Theory of Decisions By Intra-dimensional Comparisons; Econometric Society World Congress (seoul); Midwest Theory (georgia Tech); Riverside Economic Theory Workshop (UC Riverside); Midwest Theory (wustl); Midwest Theory (U of Kentucky); Midwest Theory (penn State); Southwest Theory (U of Arizona); Southwest Theory (UC Irvine),2025,,,"University of California, Santa Cruz",9,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,,,,,2022,,,,,2022,2022,,,,,2015; 2022,,,,,,,
UC SantaBarbara/full/cv_royer.docx,full,Heather N. Royer,,2015,2021,University of California-Santa Barbara,University of California-Santa Barbara,11,17,0,2,0,1,0,0,4,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,,2011; 2013,,2022,,,2009; 2011; 2015; 2024,2015,2019,,,,,,,,2021; 2022; 2024,,,,2018,,
UC SantaCruz/associate/George_Bulman_CV.docx,associate,George Bright Bulman,,2020,,,"University of California, Santa Cruz",7,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,2021,,,,,2015,,,,,,,,,,2018,,,,2017,,
UC SantaCruz/associate/Vitae_Christensen.docx,associate,Peter Christensen,,2022,,,"University of Illinois, Urbana-Champaign",7,,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2023,,,,2022,,,,2023,,,,2022; 2023,,,,,,,,2020; 2020; 2024,,
UC SantaCruz/associate/Jeremy_West_CV.docx,associate,Jeremy West,Public Economics; Environmental Economics; Health Economics; Applied Microeconomics; Industrial Organization; Resource Economics; Labor Economics; Law and Economics; Microeconomics; Real Estate Economics; Urban Economics; Political Economy,2024,,,"University of California, Santa Cruz",10,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2017; 2024,,2022,,,,,,,,,,,,2017,,
UC SantaCruz/associate/Villacorta_CV.docx,associate,Alonso Villacorta,Finance; Macroeconomics,2025,,,"University of California, Santa Cruz",8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2023,,,,,,,
UC SantaCruz/associate/Li-cv.docx,associate,Jessie Li,,2024,,,"University of California, Santa Cruz",7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,2018; 2021; 2022,
UC SantaCruz/associate/hikaru_saijo_cv.docx,associate,Hikaru Saijo,Macroeconomics,2021,,,"University of California, Santa Cruz",8,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,,2024,,,,,,,,,,,2020,,,2021,,,,2013,
UC SantaCruz/full/CV_Spearot.docx,full,Alan C. Spearot,,2014,2023,"University of California, Santa Cruz","University of California, Santa Cruz",7,16,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,,,,,,,,,,,2016,,2024,,2013,,,,,2013; 2013,,,2022; 2024
UC SantaCruz/associate/cv_shenoy.docx,associate,Ajay Shenoy,,2021,,,"University of California, Santa Cruz",7,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,,,,,,,,,,,,,2021; 2024,,,,,,,,2023; 2023,,2017; 2017; 2018; 2021
UC SantaCruz/associate/cv_vargas.docx,associate,Kristian López Vargas,,,,,"University of California, Santa Cruz",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
UC SantaCruz/full/CV_robinson.docx,full,Jonathan Robinson,,2014,2021,"University of California, Santa Cruz","University of California, Santa Cruz",7,14,0,2,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,6,,2011; 2013,,,,,2011; 2012; 2013; 2013; 2018,,,,,,2023; 2024,2019; 2024,,,,,,,2017; 2020,,2012; 2013; 2014; 2018; 2023; 2024
UC SantaCruz/full/HaleCV2p.docx,full,Galina Borisova Hale,,,2020,"University of California, Santa Cruz",,,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,2012; 2023,,2019,
UC SantaCruz/full/Dobkin_CV.docx,full,Carlos Dobkin,,2010,2014,"University of California, Santa Cruz","University of California, Santa Cruz",7,11,1,3,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2009,2008; 2009; 2018,,,,,2009,,2012,,,,2014; 2015; 2017,,,,,,,,2007; 2014,,
UC SantaCruz/full/kletzer_vitae_01-15.docx,full,Kenneth M. Kletzer,,1988,1992,"University of California, Santa Cruz",Yale University,6,10,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3,,2000,1982,,,,,,,,,,,1984; 2005,1989,,,,,1984; 1990,,,1984; 1987; 1991
UC SantaCruz/full/cv_marion.docx,full,Justin G. Marion,,2011,2019,"University of California, Santa Cruz","University of California, Santa Cruz",6,14,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,,,,2008,,,,2016; 2017,,,,2009,,,,,,,,2007; 2009; 2011; 2018,,
UC SantaCruz/associate/hu_resume.docx,associate,Chenyue Hu,International Finance; Macroeconomics; International Trade,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,2020,,,
UC SantaCruz/full/cv_michaillat.docx,full,Pascal Michaillat,,2019,2025,University of California–Santa Cruz,Brown University,9,15,1,1,0,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2015,2012,,2019,,2014,,2021,2018; 2018,,,,2021; 2024,,,,,,,,,,
UC SantaCruz/full/laura_giuliano_cv_short__jan2022.docx,full,Laura Giuliano,,2012,2018,"University of California, Santa Cruz",University of Miami,9,15,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,,2016; 2019,2022,,,,,,,,,,2010; 2013,,,,2009; 2013,,,,,,
UIUC/associate/AdamOsman_CV.docx,associate,Adam Osman,Finance; Trade,2023,,,University of Illinois at Urbana-Champaign,9,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2017,2024,,,,,2024,,,,,,,,,,,,,,,,2016; 2022
UIUC/associate/CV-Borgschulte.docx,associate,Mark Borgschulte,,2024,,,University of Illinois at Urbana-Champaign,10,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2018,,,,,,,,,,,,,,,,
UIUC/associate/CV_euiyi.docx,associate,EunYi Chung,,2023,,,University of Illinois at Urbana-Champaign,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,2016; 2021,
UIUC/associate/Akresh_CV_20Dec2025.docx,associate,Richard Akresh,,2013,,,University of Illinois at Urbana-Champaign,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,2023,,,,,,,,,2012
UIUC/associate/CV_howard.docx,associate,Greg Howard,,2025,,,University of Illinois at Urbana-Champaign,7,,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,2020,,,,,2022,,2024,,,,,,,,,,
UIUC/associate/Parente CV.docx,associate,Stephen L. Parente,,2001,,,University of Illinois Urbana-Champaign,11,,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,,1999,,,1994; 2000,,,,,,,,,,2006; 2010,1994,,2007,,,,,
UIUC/full/AbbreviatedVita_2024-08-07.docx,full,George Deltas,,2003,2012,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,7,16,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,,,,2015,,,,,,,,,2003; 2008,2004,,,,,2012,,,,
UIUC/full/AlbouyCV_full.docx,full,David Y. Albouy,Urban Economics; Public Economics; Housing Economics; Labor Economics; Environmental Economics; Political Economics,2013,2019,University of Illinois,University of Illinois,6,12,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,,2012,,,2009,,,,,,,,2013; 2016; 2018,,2020,,2019,,,,2012; 2020,,
UIUC/associate/cv_lemus.docx,associate,Jorge Lemus,Industrial Organization; Economics of Innovation; Law and Economics,2021,,,University of Illinois at Urbana-Champaign,6,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,,,,2021,,,,,,2021,,,,,2017,,,2017,,,,
UIUC/full/CV_Anil_Bera_Oct_6__2024 .docx,full,Anil K. Bera,,1987,1991,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,4,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6,1,,,,1993,,,,,,,,,1983,,1983; 1983; 1984; 1985; 1992,,,,,,,1982; 1982; 2001; 2002; 2009; 2021,1990
UIUC/associate/RussellWeinstein_CV.docx,associate,Russell M. Weinstein,Labor Economics; Urban Economics; Education Economics; Econometrics,2023,,,University of Illinois at Urbana-Champaign,9,,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,,,,,2015,,2025,,,,2024,2024,,,2022,,,,,,
UIUC/associate/cv-october-2025_forsythe.docx,associate,Eliza Forsythe,,2024,,,University of Illinois at Urbana-Champaign,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,2022,,,2023,,,,2020,,
UIUC/full/CV_medeiros.docx,full,Marcelo C. Medeiros,,2002,2020,Pontifical Catholic University of Rio de Janeiro,Pontifical Catholic University of Rio de Janeiro,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,2008; 2008; 2008; 2011; 2011; 2016; 2018; 2022; 2023,
UIUC/full/CV_JihyungLee-1-22-2025_detailed.docx,full,Ji Hyung Lee,Econometrics; Econometric Theory; Macroeconomics,2020,2024,University of Illinois,University of Illinois,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,2013; 2016; 2016; 2019; 2022; 2023; 2023; 2024,
UIUC/full/CynthiaWu_CV.docx,full,Jing Cynthia Wu,,2018,2024,University of Illinois Urbana-Champaign,University of Notre Dame,7,13,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,1,0,3,0,,2014,,,,,,,,,,2020,2023,,2015; 2017,,,2021; 2023,,2019,,2012; 2014; 2015,
UIUC/full/bernhardt_cv.docx,full,Dan Bernhardt,,1991,1995,Queen’s University,Queen’s University,5,9,0,8,1,5,1,0,0,0,0,0,2,0,0,0,2,5,3,1,5,1,4,0,0,,1992; 1993; 1994; 2000; 2006; 2016; 2020; 2022,2025,1989; 1995; 2000; 2001; 2011,1991,,,,,,2012; 2015,,,,1993; 2004,1996; 2008; 2009; 2019; 2020,1990; 1990; 1998,1992,2002; 2006; 2008; 2015; 2016,1989,1985; 1998; 2004; 2008,,
UIUC/full/Perry_CVforweb.docx,full,Martin K. Perry,,,1989,Rutgers University at New Brunswick,,,13,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1985,1978; 1978; 1985,,,,,,,,,,,,,,,,,1986; 1993; 2003; 2009,,,,
UIUC/full/crealCV_2024.docx,full,Drew Creal,,2013,2024,University of Illinois Urbana-Champaign,The University of Chicago,6,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,6,0,,,,,,,,,,,,2020,2014,,2017,,,,,2023,,2008; 2009; 2015; 2015; 2024; 2024,
UNC ChapelHill/associate/Rabinovich CV 2025.docx,associate,Stanislav Rabinovich,,2023,,,University of North Carolina - Chapel Hill,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,,,,,,,,,,,,,,,,2010; 2018; 2019; 2022; 2023,,2015,,,2021,,
UNC ChapelHill/associate/Valentin Verdier - CV.docx,associate,Valentin Verdier,Econometrics; Applied Microeconomics; Phd Economics; BS Economics,2022,,,University of North Carolina - Chapel Hill,8,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,2022,,,,,,,,,2020,,,,,,,,,2023,
UNC ChapelHill/associate/CV_babii.docx,associate,Andrii Babii,,2023,,,University of North Carolina at Chapel Hill,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,2019; 2023; 2023,
UNC ChapelHill/associate/Kedagni-cv.docx,associate,Désiré Kédagni,Econometrics; Development Economics,2025,,,University of North Carolina at Chapel Hill,7,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,2024,,,,,,,,,,2023; 2023; 2024,
UNC ChapelHill/full/Anusha Chari CV_latest2025.docx,full,Anusha Chari,International Finance; Financial Economics; Macroeconomics,2014,2008,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,14,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,,,2012,,,,,,,,,,,,,,2017; 2019; 2021; 2022,,,
UNC ChapelHill/full/CV-gilleskie-10-2025.docx,full,Donna B. Gilleskie,Health Economics; Labor Economics; Applied Econometrics; Applied Microeconomics,2001,2010,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,7,16,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,,,1998,,,,,,,,,,2001; 2007,,2008; 2018,,,,,,,2010,
UNC ChapelHill/full/BIGLAISER CV Jun 2025.docx,full,Gary Biglaiser,Microeconomic Theory; Industrial Organization,1994,1999,University of North Carolina-Chapel Hill,University of North Carolina-Chapel Hill,6,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,10,0,1,0,0,,2017,,,,,,,,,2020,,,,2014,1993; 2013; 2013,,,1993; 1995; 2000; 2000; 2001; 2003; 2007; 2018; 2020; 2022,,1997,,
UNC ChapelHill/full/CVYates.docx,full,Andrew J. Yates,,2003,2012,University of North Carolina at Chapel Hill,University of Richmond,7,16,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,2016,,,2007,,,,2020; 2021,,,,2010,,,2000,,,,,2015,,
UIUC/full/Stefan Krasa_cv.docx,full,,,1995,2001,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
UNC ChapelHill/full/CV_Fruehwirth_UNC.docx,full,Jane Cooley Fruehwirth,Social Economics; Education Economics,2014,2022,University of North Carolina,University of Cambridge,8,16,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,,2012,,,2019,,,,,,,2013,2014,2022,2008,,2016,,,,,2012,
UNC ChapelHill/full/CV_LutzHendricks.docx,full,Lutz Hendricks,Macroeconomics,2003,2022,University of North Carolina at Chapel Hill,Iowa State University,7,26,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,2018,2002,,,,2021; 2023,,,,,,,,,2001; 2007; 2011; 2018,,,1999; 2014,,,,,2000
UNC ChapelHill/associate/cv_tian.docx,associate,Can Tian,Macroeconomics; Monetary Economics,2025,,,University of North Carolina at Chapel Hill,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,,,,,,,,,,,,,,,2024,2013; 2022,,2021,,,,,
UNC ChapelHill/full/GhyselsVitaSep2025.docx,full,Eric Ghysels,,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0,4,0,2,0,0,0,0,0,0,27,0,,,2019,,,,,2017,,,,,1990; 1995; 1998; 2013,,1990; 1994,,,,,,,1990; 1990; 1993; 1994; 1995; 1997; 1997; 2000; 2003; 2003; 2004; 2006; 2006; 2007; 2008; 2008; 2010; 2011; 2011; 2011; 2016; 2016; 2016; 2019; 2020; 2020; 2021,
UNC ChapelHill/full/McManus-CV-July-2019.docx,full,Brian McManus,Industrial Organization; Public Economics,2012,2019,"University of North Carolina, Chapel Hill","University of North Carolina, Chapel Hill",10,17,0,1,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,,2018,,2012,,,2017,,2010,,2015,,,,2007; 2013,,,,2007,,2011,,
UNC ChapelHill/full/CV_Flabbi_10_2025.docx,full,Luca Flabbi,Labor Economics; Applied Econometrics; Development Economics; Political Economy; Econometrics; Education Economics,2017,2022,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,13,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,,,,,2024,,,,,,,,,2019,2010; 2022,,2018,,,,,2010; 2012; 2021,
UNC ChapelHill/full/cv_JBHILL1.docx,full,Jonathan B. Hill,Econometrics; Econometric Theory; Extreme Value Theory,2012,2018,University of North Carolina-Chapel Hill,University of North Carolina-Chapel Hill,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,2013; 2013; 2015; 2016; 2016,
UNC ChapelHill/full/jonathan_williams_cv.docx,full,Jonathan W. Williams,,2017,2022,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,8,13,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,,,2016,2023,,,,,,,,,2015; 2023,,,,,,2014,,,,
UNC ChapelHill/full/cv_hansen.docx,full,Peter Reinhard Hansen,,,2011,European University Institute,,,11,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,,,2008; 2011; 2015; 2021,,,,,,,,,,2024,,,,,,,,,2003; 2006; 2011; 2011; 2022,
UNC ChapelHill/full/cv_fei.docx,full,Fei Li,,,2024,University of North Carolina Chapel Hill,,,11,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,4,0,0,2,0,0,0,0,,,,2019,,,,,,2021,2016; 2023; 2025,,,,2017; 2024,2013; 2017; 2019; 2023,,,2018; 2020,,,,
UNC ChapelHill/full/vita-Neville-08-2021.docx,full,Neville Francis,,2010,2019,"University of North Carolina, Chapel Hill","University of North Carolina, Chapel Hill",9,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,2009,,,,,,,2014,,,,,2005,,,,,
USC/full/CV Kurlat 2025.docx,full,Pablo Kurlat,,2019,2024,University of Southern California,University of Southern California,9,14,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,,2013; 2019,2016,2021,,2021,,,,,,,,,,2015,,2019; 2021,,,,,
USC/associate/CV_nikzad.docx,associate,Afshin Nikzad,,,,,,,,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,2020; 2022; 2024,,,,,,2021; 2023,,,,,,2020,,,,,,,
USC/full/CVOliva.docx,full,Paulina Oliva,Development Economics; Environmental Economics; Labor Economics; Applied Econometrics,2016,2024,University of Southern California,"University of California, Irvine",7,15,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,,,,,2015,,,,,,,,2020,2016,,,,,,,2015,,2022
USC/associate/vita_Bassi.docx,associate,Vittorio Bassi,Development Economics; Labor Economics; Organizational Economics; Review of Economics and Statistics; Experimental Economics,,,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,2020; 2022,,,,2017,,,,,,,2022,,,,,,,,,
USC/full/CV_moon.docx,full,Hyungsik Roger Moon,Econometrics; Applied Econometrics,2004,2011,University of Maryland,University of Southern California,6,13,0,0,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10,0,,,1999; 2004; 2012; 2015; 2020,,,,,,,,,2018; 2023,2021,,,,,,,,,2004; 2004; 2007; 2009; 2011; 2012; 2014; 2017; 2018; 2021,
USC/full/Matthew E. Kahn Vita.docx,full,Matthew E. Kahn,,2000,2006,"University of California, Los Angeles",Tufts University,7,13,2,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,5,0,0,2000; 2003,2007,,,,,2023,2013,2010; 2015,,,,2005,,,,1998,,1996,,2000; 2013; 2014; 2017; 2021,,
USC/full/Magill_CV_01_2017.docx,full,Michael Magill,Economics of Uncertainty; Dynamic Economics,1976,1981,University of Southern California,Indiana University,6,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,,,1979; 1981; 1994; 2015,,,,,,,,,,,,1979; 1979; 1987; 2010,1976; 1976; 1977; 1977,,,,,,,
USC/full/Guofu Tan-CV-CRA-0326-2017.docx,full,Guofu Tan,Industrial Organization; Mechanism Design; Microeconomics,1996,2003,University of Southern California,University of British Columbia,6,13,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,1,,1993; 1999,1999; 2005,1995; 2005,,,,,,,,,,,1996; 2016,1992; 1996; 2006,,,1997; 2008,,,,2005
USC/full/cv_armstrong.docx,full,Timothy B. Armstrong,Econometric Theory; Applied Econometrics,2021,2024,University of Southern California,University of Southern California,9,12,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,,,2016; 2018; 2021; 2022,2018,,,,,,,,2013; 2017; 2020; 2021,,,,,,,,,,2014; 2014; 2015; 2016; 2018,
USC/full/cv_carrillo.docx,full,Juan D. CARRILLO,,2000,2009,University of Southern California,Free University of Brussels,4,13,0,1,0,3,1,0,0,0,0,0,1,1,0,2,0,3,0,0,1,0,1,0,0,,2008,,2000; 2014; 2014,2021,,,,,,2009,2022,,2008; 2008,,1998; 2018; 2021,,,2007,,2021,,
USC/full/strauss.docx,full,John Strauss,Development Economics; Health Economics; Economics of Aging,1987,1992,Michigan State University,Yale University,6,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,,,,,1986,,2013,,,,,,,,,,,,,,1996,1997,1978; 1982; 1984; 1990; 1992; 2002; 2004; 2012; 2012
USC/full/cv_lambert.docx,full,Nicolas S. Lambert,Information Economics; Microeconomic Theory; And Economics,2022,2024,University of Southern California,University of Southern California,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
USC/full/vita_Betts.docx,full,Caroline Marie Betts,,2000,2023,University of Southern California,University of Southern California,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,1997,,,2006,,2000,,,
USC/full/vita_Brocas.docx,full,Isabelle BROCAS,Neuroeconomic Theory; Behavioral Economics; Experimental Economics; Industrial Organization; Mechanism Design; Contract Theory,2010,2015,University of Southern California,University of Southern California,12,17,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,,2008,,2014; 2014,2021,,,,,,,2022,,,,2018; 2021,,,2007; 2008,,2021,,
