file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
UC SantaBarbara/full/deschenes_current_cv.docx,Olivier Deschenes,2007,"University of California, Santa Barbara",6,"University of California, Santa Barbara
Associate Professor, Department of Economics	July 2007— July 2016","Ph.D., Economics, Princeton University, 2001 M.A., Economics, University of Montreal, 1996 B.A., Economics, University of Montreal, 1995",0,4,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
UC SantaBarbara/full/garratt_vita_july_2025-3.docx,Rodney J. Garratt,1997,"University of California, Santa Barbara",6,"Associate Professor, Department of Economics, University of California, Santa Barbara, 1997- 2003","Ph.D. (Economics) Cornell University, 1991",0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0
UC SantaBarbara/full/vita_Kuhn.docx,Peter J. Kuhn,1988,McMaster University,5,"1988-1994	Associate Professor of Economics, McMaster University","1978-83:	PhD in Economics, Harvard University, Cambridge, Mass., U.S.A.",2,5,0,0,1,0,0,0,0,0,0,0,0,2,1,0,10,0,0,2,1,0,2
UC SantaBarbara/full/rupert-cv.docx,Peter Rupert,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,2,0,0
UC SantaBarbara/full/vita_startz.docx,RICHARD STARTZ,1984,University of Washington,6,"University of Washington:
Castor Professor in Economics, 1999-2011 Professor of Economics 1991-2011 Adjunct Professor of Statistics, 2008-2011 Associate Professor, 1984-91","Massachusetts Institute of Technology, Ph.D. Economics, 1978",2,3,1,1,0,0,0,0,0,0,0,0,3,0,1,0,1,4,0,0,1,4,0
UC SantaCruz/associate/CV Natalia.docx,Natalia Lazzati,,,,,"Ph.D. Economics, University of Arizona, 2011",0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0
UC SantaCruz/associate/CV_Gu.docx,Weishi (Grace) Gu,2020,"University of California, Santa Cruz",,"2020 - Present	Associate Professor of Economics with Tenure, University of California, Santa Cruz",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC SantaCruz/associate/George_Bulman_CV.docx,George Bright Bulman,2020,"University of California, Santa Cruz",7,"University of California, Santa Cruz Associate Professor 2020 – current Assistant Professor 2013 – 2020","2013	Ph.D., Economics, Stanford University 2002	B.S., Mathematics, Haverford College",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
UC SantaCruz/associate/CV_Gerelt.docx,Gerelt Tserenjigmid,2025,"University of California, Santa Cruz",9,"Associate Professor, Department of Economics, University of California, Santa Cruz, since July 2025","Ph.D. in Economics	California Institute of Technology, June 2016",0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
UC SantaCruz/associate/Jeremy_West_CV.docx,Jeremy West,,,,,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UC SantaCruz/associate/Li-cv.docx,Jessie Li,2024,"University of California, Santa Cruz",,"July 2024 –Present	Associate Professor of Economics, University of California, Santa Cruz Masters Program Director",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
UC SantaCruz/associate/Villacorta_CV.docx,Alonso Villacorta,2025,"University of California, Santa Cruz",,"2025 -	Associate Professor, University of California, Santa Cruz",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UC SantaCruz/associate/Vitae_Christensen.docx,Peter Christensen,2022,"University of Illinois, Urbana-Champaign",,Associate  Professor	2022-2024,,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0
UC SantaCruz/associate/cv_shenoy.docx,Ajay Shenoy,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC SantaCruz/associate/cv_vargas.docx,Kristian López Vargas,,,,,"2015 Ph.D., Economics, University of Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC SantaCruz/associate/hikaru_saijo_cv.docx,Hikaru Saijo,2021,"University of California, Santa Cruz",,"Associate Professor (with tenure), University of California, Santa Cruz, 2021– Assistant Professor, University of California, Santa Cruz, 2013–2021.","Ph.D. in Economics, University of Pennsylvania, 2008–2013.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
UC SantaCruz/associate/hu_resume.docx,Chenyue Hu,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UC SantaCruz/full/CV_Spearot.docx,Alan C. Spearot,,,,,"2007	Ph.D. in Economics, University of Wisconsin, Madison 2003	M.S. in Economics, University of Wisconsin, Madison",0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2
UC SantaCruz/full/HaleCV2p.docx,Galina Borisova Hale,,,,,"2002	Ph.D. Economics, UC Berkeley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
UC SantaCruz/full/Dobkin_CV.docx,Carlos Dobkin,2010,"University of California, Santa Cruz",7,"July 2010 – June 2014: Associate Professor (with tenure), Department of Economics, University of California, Santa Cruz","Ph.D., Economics, 2003, University of California at Berkeley M.A., Statistics, 1999, University of California at Berkeley",1,2,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0
UC SantaCruz/full/CV_robinson.docx,Jonathan Robinson,2014,"University of California, Santa Cruz",7,"Associate Professor, 2014-2021","Princeton University Ph.D., Economics, 2007",0,5,0,0,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,5
UC SantaCruz/full/cv_marion.docx,Justin G. Marion,2011,"University of California, Santa Cruz",6,"July 2011 – June 2019	 Associate Professor, University of California, Santa Cruz Sep. 2012 – July 2013	Visiting Associate Professor, Wharton School of Business,
University of Pennsylvania","June 2005	Ph.D. Economics, Graduate School of Business, University of Chicago Dissertation: Essays on Efficiency and Government Expenditures in Redistributive Public Procurement Programs",0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0
UC SantaCruz/full/cv_michaillat.docx,Pascal Michaillat,2019,Brown University,9,Brown University • Associate Professor of Economics (with tenure) • 2019–2023,University of California–Berkeley • PhD in Economics • 2010,1,1,0,1,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
UC SantaCruz/full/laura_giuliano_cv_short__jan2022.docx,,,,,,"University of California, Berkeley, Ph.D., Economics, 2003 Yale University, M.A., International Relations, 1995 University of Virginia, B.A. with Honors, Economics, 1990",0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
UC SantaCruz/full/kletzer_vitae_01-15.docx,Kenneth M. Kletzer,1988,Yale University,6,"Associate Professor, Department of Economics, Yale University, 1988 - 1992.","Ph.D. Economics, University of California, Berkeley, June 1982",0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,3
UIUC/associate/AdamOsman_CV.docx,Adam Osman,2023,University of Illinois at Urbana-Champaign,9,"2023-	University of Illinois at Urbana-Champaign, Associate Professor 2014-2023	University of Illinois at Urbana-Champaign, Assistant Professor","Ph.D., Economics, Yale University, 2014 M.Phil., Economics, Yale University, 2011 M.A., Economics, Yale University, 2009",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UIUC/associate/Akresh_CV_20Dec2025.docx,Richard Akresh,2013,University of Illinois at Urbana-Champaign,9,"University of Illinois at Urbana-Champaign, Department of Economics, Associate Professor (with tenure), August 2013-present","Ph.D., Economics, December 2004 M.A., Economics, May 1999",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UIUC/associate/CV_euiyi.docx,EunYi Chung,2023,University of Illinois at Urbana-Champaign,,"2023 –	Associate Professor, Department of Economics, University of Illinois at Urbana-Champaign 2023 – 2024 Visiting Associate Professor, Department of Economics, Jeju National University, South Korea 2013 – 2023 Assistant Professor, Department of Economics, University of Illinois at Urbana-Champaign",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
UIUC/associate/CV-Borgschulte.docx,Mark Borgschulte,2023,University of Illinois at Urbana-Champaign,9,"2023-present 2014-2023
Associate Professor, Economics, University of Illinois at Urbana-Champaign Assistant Professor, Economics, University of Illinois at Urbana-Champaign Lecturer, Economics, University of Illinois at Urbana-Champaign","2014	PhD, Economics, University of California, Berkeley 2004	BA, English, University of California, Berkeley",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UIUC/associate/CV_howard.docx,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIUC/associate/Parente CV.docx,Stephen L. Parente,2001,University of Illinois Urbana-Champaign,11,"2001-	Associate Professor, Department of Economics University of Illinois Urbana-Champaign","Ph.D.	Economics, University of Minnesota, 1990",0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
UIUC/associate/cv-october-2025_forsythe.docx,Eliza Forsythe,2024,University of Illinois at Urbana-Champaign,10,"Associate Professor (with tenure), University of Illinois at Urbana-Champaign. School of Labor and Employment Relations and Department of Economics, August 2024-present","Massachusetts Institute of Technology (2014), PhD in Economics",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0
UIUC/associate/RussellWeinstein_CV.docx,Russell M. Weinstein,2023,University of Illinois at Urbana-Champaign,9,"Associate Professor (with tenure), School of Labor and Employment Relations and Department of Economics, University of Illinois at Urbana-Champaign, 2023-Present","Ph.D., Economics, Boston University, Boston, MA, 2014",0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0
UIUC/associate/cv_lemus.docx,Jorge Lemus,2021,University of Illinois at Urbana-Champaign,6,"2021 - Associate Professor. Department of Economics, University of Illinois at Urbana-Champaign. 2021 - Professor of Law (by Courtesy). University of Illinois College of Law.","Ph.D.: Economics, Northwestern University, Evanston, Illinois, 2015.",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,0,0,0
UIUC/full/AlbouyCV_full.docx,DAVID Y. ALBOUY,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0
UIUC/full/AbbreviatedVita_2024-08-07.docx,George Deltas,2003,University of Illinois at Urbana-Champaign,7,2007-2012	University of Illinois at Urbana-Champaign: Associate Head of the Department & Director of Graduate Studies. 2003-2012: University of Illinois at Urbana-Champaign: Associate Professor of Economics (on leave 2005-2006).,"Ph.D. in Economics, Yale University, May 1996",0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0
UIUC/full/CV_Anil_Bera_Oct_6__2024 .docx,Anil K. Bera,1987,University of Illinois at Urbana-Champaign,4,"Associate Professor, University of Illinois at Urbana-Champaign, August 1987- August 1991.","Ph.D., Australian National University, 1983. Dissertation Title: Aspects of Econometric Modeling.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,7,1
UIUC/full/CV_JihyungLee-1-22-2025_detailed.docx,Ji Hyung Lee,2015,University of Illinois,2,"Assistant/Associate Professor of Economics, University of Illinois (Jun 2015 - Aug 2024) Assistant Professor of Economics, University of Washington (Sep 2013 - Jun 2015)","Ph.D. Economics, Yale University, 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
UIUC/full/Perry_CVforweb.docx,Mark L. Perry,1989,"Rutgers University at New Brunswick, New Jersey",13,"Professor of Economics, July 1989 – present","Ph.D., Economics, Stanford University, January 1976",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
UIUC/full/CynthiaWu_CV.docx,Jing Cynthia Wu,2011,University of Chicago Booth School of Business,0,"University of Chicago Booth School of Business	2011-2018
Associate/Assistant Professor","University of California, San Diego, Ph.D., Economics	2006-2011",0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,1,0,3,0
UIUC/full/CV_medeiros.docx,Marcelo C. Medeiros,2008,Pontifical Catholic University of Rio de Janeiro,8,"10/2008–10/2020 Associate Professor
Department of Economics
Pontifical Catholic University of Rio de Janeiro","03/1998–08/2000 PhD in Electrical Engineering: Statistics, Optimization, and Control Theory.
Pontifical Catholic University of Rio de Janeiro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
UIUC/full/Stefan Krasa_cv.docx,,1995,University of Illinois at Urbana-Champaign,8,"August 1995-July 2001: Associate Professor, Department of Economics, University of Illinois at Urbana- Champaign.",June 1987 Ph.D. sub auspiciis praesidentis (Mathematics). University of Vienna.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UIUC/full/crealCV_2024.docx,,2013,The University of Chicago,6,"July 2013-July 2018	Associate Professor of Econometrics & Statistics,
The University of Chicago, Booth School of Business July 2009-June 2013	Assistant Professor of Econometrics & Statistics,
The University of Chicago, Booth School of Business","Ph.D., Economics, University of Washington, 2007 M.A., Economics, University of Washington, 2004",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,6,0
UNC ChapelHill/associate/CV_babii.docx,Andrii Babii,2023,University of North Carolina at Chapel Hill,6,"Associate Professor, Department of Economics, University of North Carolina at Chapel Hill July 2023","Ph.D. Economics, Toulouse School of Economics. Advisor: Jean-Pierre Florens. Dissertation committee: Timothy Christensen, Jean-Pierre Florens, Eric Gautier, and Ingrid Van Keilegom	2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
UNC ChapelHill/associate/Kedagni-cv.docx,D´esir´e K´edagni,2025,University of North Carolina at Chapel Hill,,Associate Professor of Economics (with tenure)	July 2025–,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
UIUC/full/bernhardt_cv.docx,Dan Bernhardt,1991,Queen’s University,5,"Associate Professor, Economics, Queen’s University, 1991–1995.","Ph.D. Economics, Graduate School of Industrial Administration, Carnegie Mellon Uni- versity, 1986.",0,7,1,5,1,0,0,0,0,0,2,0,0,0,2,5,3,1,5,1,4,0,0
UNC ChapelHill/associate/Valentin Verdier - CV.docx,Valentin Verdier,2022,University of North Carolina - Chapel Hill,8,"Associate Professor, 2022-Present","PhD Economics, Michigan State University, 2014",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
UNC ChapelHill/associate/Rabinovich CV 2025.docx,Stanislav Rabinovich,2023,University of North Carolina - Chapel Hill,11,"Associate Professor, University of North Carolina - Chapel Hill, July 2023 – present Assistant Professor, University of North Carolina - Chapel Hill, July 2017 – June 2023 Assistant Professor, Amherst College, July 2012 – June 2017","EDUCATION	Ph.D., Economics, University of Pennsylvania, 2012 (Advisor: Professor Hanming Fang) B.S., Mathematics, University of Chicago, 2006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0
UNC ChapelHill/associate/cv_tian.docx,Can Tian,2025,University of North Carolina at Chapel Hill,11,"Associate Professor, Department of Economics, University of North Carolina at Chapel Hill, USA, since 2025","University of Pennsylvania, 2014 Advisor: Professor Dirk Krueger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
UNC ChapelHill/full/Anusha Chari CV_latest2025.docx,Anusha Chari,2008,the University of North Carolina at Chapel Hill,8,"Professor of Economics, Department of Economics, the University of North Carolina at Chapel Hill, (Assistant and Associate Professor) 2008-present.","Ph.D.	Business Economics	University of California, Los Angeles	2000",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
UNC ChapelHill/full/BIGLAISER CV Jun 2025.docx,Gary Biglaiser,1994,University of North Carolina-Chapel Hill,,Associate Professor	Jul 1994 – Jun 1998,,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,9,0,1,0,0
UNC ChapelHill/full/CVYates.docx,Andrew J. Yates,2001,Tulane University,9,"2001	Associate Professor, Department of Economics. Received tenure in Spring 2001.",1992	Ph.D. Engineering Economic Systems.,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
UNC ChapelHill/full/CV_Flabbi_10_2025.docx,Luca Flabbi,2017,University of North Carolina at Chapel Hill,13,July 2017 - July 2022: Associate Professor with Tenure July 2015 - July 2017: Associate Professor without Tenure,"Ph.D. in Economics, New York University, New York, NY, 2004.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0
UNC ChapelHill/full/CV-gilleskie-10-2025.docx,Donna B. Gilleskie,2001,University of North Carolina at Chapel Hill,7,Associate Professor	07/2001 – 06/2010,"Gilleskie, Donna.1994. “A Dynamic Stochastic Model of Medical Care Use and Work Absence.”
Ph.D. Dissertation, University of Minnesota. (171 pages; not refereed)",0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0
UNC ChapelHill/full/CV_Fruehwirth_UNC.docx,Jane Cooley Fruehwirth,2014,University of Cambridge,8,"Reader (Associate Professor with tenure), Economics	July 2014-June 2015","DUKE UNIVERSITY, Ph.D. in Economics, May 2006.",0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
UNC ChapelHill/full/GhyselsVitaSep2025.docx,Eric Ghysels,,,,,"1984	Ph.D. Managerial Economics and Decision Science, Kellogg Graduate School of Management, Northwestern University",0,0,1,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,0,30,0
UNC ChapelHill/full/CV_LutzHendricks.docx,Lutz Hendricks,2003,Iowa State University,7,"Employment and Affiliations
Professor, University of North Carolina at Chapel Hill, from Fall 2022. Associate Professor, University of North Carolina at Chapel Hill, 2008-2022. Associate Professor, Iowa State University, Fall 2003 - Spring 2008.","Ph.D. University of Pennsylvania, 1996.	Honors: Lawrence Robbins Prize, 1992. Thesis: ""Essays on Economic Growth.""",1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1
UNC ChapelHill/full/cv_JBHILL1.docx,Jonathan B. Hill,2012,University of North Carolina-Chapel Hill,11,"Associate Professor of Economics, University of North Carolina-Chapel Hill, 2012-June 2018 Assistant Professor of Economics, University of North Carolina-Chapel Hill, 2008-June 2012 Visiting Assistant Professor of Economics, University of North Carolina-Chapel Hill (2007-08) Assistant Professor of Economics, Florida International University (2004-2007)","Ph.D.: Economics, 2001, University of Colorado-Boulder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
UNC ChapelHill/full/McManus-CV-July-2019.docx,Brian McManus,2012,"University of North Carolina, Chapel Hill",10,Associate Professor of Economics	July 2012 – June 2019,"University of Virginia, Ph.D. in Economics, May 2002",0,1,0,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0
UNC ChapelHill/full/jonathan_williams_cv.docx,Jonathan W. Williams,2017,University of North Carolina – Chapel Hill,8,"Associate Professor of Economics, UNC-Chapel Hill, 2017-2022 Assistant Professor of Economics, UNC-Chapel Hill, 2015-2017 Assistant Professor of Economics, University of Georgia, 2009-2015 Instructor, University of Virginia, 2006-2009","PhD, Economics, Committee: Federico Ciliberto, Maxim Engers, Steven Stern",0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
UNC ChapelHill/full/cv_hansen.docx,Peter Reinhard Hansen,2011,European University Institute,11,"2011 - 2016	Professor of Economics, European University Institute.","2000	Ph.D. in Economics, University of California, San Diego.",0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
UNC ChapelHill/full/cv_fei.docx,Fei Li,2024,University of North Carolina Chapel Hill,11,"POSITIONS	Professor, University of North Carolina Chapel Hill, 2024 – present","EDUCATION	Ph.D., Economics, University of Pennsylvania, 2013 (Adviser: Professor George Mailath) M.A., Economics, Guanghua School of Management, Peking University, China, 2008 B.E., Material Science, University of Science and Technology Beijing, China, 2004",0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,4,0,0,2,0,0,0,0
UNC ChapelHill/full/vita-Neville-08-2021.docx,Neville Francis,2010,"University of North Carolina, Chapel Hill",9,2019 – Present: Full Professor 2010 - 2019: Associate Professor,"Ph.D., Economics, University of California, San Diego, June 2001",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
USC/associate/CV_nikzad.docx,Afshin Nikzad,,,,,"Stanford University, 2012-2018 Ph.D. in Economics",0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
USC/associate/vita_Bassi.docx,Vittorio Bassi,,,,,"PhD Economics, University College London (2017) Committee: Imran Rasul, Richard Blundell and Costas Meghir",0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
USC/full/CV Kurlat 2025.docx,Pablo Kurlat,2019,University of Southern California,9,"2019 - 2024	Associate Professor of Economics, University of Southern California 2010 - 2018	Assistant Professor of Economics, Stanford University.","2005-2010	Ph.D. in Economics, Massachusetts Institute of Technology.",0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
USC/full/CVOliva.docx,Paulina Oliva,2016,"University of California, Irvine",7,"2016-2017	Associate Professor, Department of Economics, University of California, Irvine","2009	Ph.D., Economics, University of California, Berkeley 2004	B.A., Economics (High Honors, best GPA), CIDE",0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
USC/full/CV_moon.docx,Hyungsik Roger Moon,2004,University of Southern California,6,"Associate Professor, Economics Department, USC, 2004 - 2008","Ph.D. (Economics), Yale University, 1998",0,0,4,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,11,0
USC/full/Magill_CV_01_2017.docx,Michael Magill,1976,Indiana University,6,"Associate Professor, Indiana University, 1976-1979","Brown University, Providence, RI (Ph.D., 1970), 1964-1968",0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0
USC/full/Guofu Tan-CV-CRA-0326-2017.docx,Guofu Tan,1996,University of British Columbia,6,"Associate Professor of Economics, University of British Columbia, Vancouver, Canada, 1996-2003","1985-90: California Institute of Technology, USA M.Sc. and Ph.D. in Economics",0,2,3,2,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,1
USC/full/Matthew E. Kahn Vita.docx,Matthew E. Kahn,2006,"University of California, Los Angeles",13,2006 -2016	Professor at UCLA; Institute of the Environment and Sustainability,"1988-1993.	University of Chicago, Ph.D. in Economics. Thesis is Posted here.",2,1,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,4,0,0
USC/full/cv_armstrong.docx,Timothy B. Armstrong,2018,Yale University,,"Associate Professor, Yale University, Fall 2018-Spring 2021","Ph.D. Economics, Stanford University, 2007-2012",0,0,5,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0
USC/full/cv_carrillo.docx,Juan D. Carrillo,2000,Free University of Brussels,4,"Department Economics, Free University of Brussels
Associate Professor (2000-2001); Assistant Professor (1996-2000)","University of Toulouse, Toulouse, France Ph.D. in Economics, 1996",0,2,0,3,1,0,0,0,0,0,1,1,0,2,0,4,0,0,1,0,1,0,0
USC/full/cv_lambert.docx,Nicolas S. Lambert,2022,University of Southern California,12,"2022 – 2024	Associate Professor of Economics (with tenure), USC 2020 – 2022	Visiting Associate Professor of Economics, MIT 2018 – 2020	Assistant Professor of Economics, Stanford GSB","Ph.D. in Computer Science, Stanford University, U.S.A., 2010",0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
USC/full/strauss.docx,John Strauss,1987,Yale University,6,"1987–1989—Associate Professor, Department of Economics and Economic Growth Center, Yale University","Ph.D., Economics and Agricultural Economics, 1981, Michigan State University, East Lansing, MI",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
USC/full/romainranciere.docx,Romain Ranciere,2009,Paris School of Economics,6,"Professor of Economics, Paris School of Economics, 2009-2016 (on leave 2012-2016)","Ph.D, Economics, New York University, 2003",1,1,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,3,0,0,1
USC/full/vita_Betts.docx,Caroline Marie Betts,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
USC/full/vita_dekle.docx,Robert Dekle,2000,University of Southern California,12,"Associate Professor of Economics (with tenure), University of Southern California, 2000-2004.","Yale University, Ph.D., Economics, 1988",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
USC/full/vita_chaney.docx,Thomas Chaney,2012,Toulouse School of Economics,7,"Toulouse School of Economics
professor of economics 2012-16.","Ph.D. in economics, 2005.",1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
USC/full/vita_Brocas.docx,Isabelle Brocas,2010,University of Southern California,13,"Department of Economics, University of Southern California. Associate Professor, 2010-2015.",1997- Ph.D in Economics. Supervisor: Pr. Jean-Jacques Laffont.,0,3,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,0
USC/full/vita_Hsiao.docx,Cheng Hsiao,1977,University of Toronto,5,Associate Professor of Economics (1977-1980) University of Toronto,"Ph.D., in Economics, Stanford University, Stanford, California, U.S.A. (1972)",0,0,3,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,20,0
USC/full/vita_giorgio.docx,Giorgio Coricelli,2013,University of Southern California,,"2013-2018  Associate Professor of Economics and Psychology (with Tenure). Department of Economics and Member of the Neuroscience Program, University of Southern California, Los Angeles, CA, USA",,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vanderbilt/associate/CVwebcopy_mar25.docx,Analisa Packham,2024,Vanderbilt University,8,"Associate Professor, Department of Economics, Vanderbilt University, June 2024-present","Ph.D. (Economics), Texas A&M University, May 2016",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Vanderbilt/associate/BeachCV.docx,,2023,Vanderbilt University,8,"Associate Professor (with Tenure), Dept. of Economics	2023 -","Ph.D. Economics, University of Pittsburgh; 2015",0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
