file,name,promotion_year,promotion_university,years_post_phd,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Rice/associate/Bethune-CV.docx,Zachary A. Bethune,2021,University of Virginia,6,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Bobkova_CV.docx,Nina Bobkova,,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Rice/associate/CV Pouliot Nov2025.pages.docx,Guillaume A. Pouliot,2025,Rice University,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rice/associate/CV_Calvi_current.docx,Rossella Calvi,2024,Rice University,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2
Rice/associate/Marc Dudey.docx,Marc Dudey,1996,Rice University,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rice/full/Brown, B..docx",Bryan W. Brown,1983,Rice University,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
Rice/associate/Nina Bobkova.docx,Nina Bobkova,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/associate/Yunmi_Kong_CV.docx,Yunmi Kong,2024,Rice University,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rice/full/CV-George-R.-Zodrow.docx,George R. Zodrow,1986,Rice University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rice/full/Jim Brown.docx,James N. Brown,1990,State University of New York at Stony Brook,10,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Rice/full/Cunha_CV.docx,Flávio Cunha,2014,Rice University,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Rice/full/Isabelle Perrigne.docx,Isabelle M. Perrigne,2003,University of Southern California,12,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0
Rice/full/KBackCV.docx,Kerry Back,1987,Indiana University,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/full/MalleshPai-CV.docx,Mallesh M Pai,2019,Rice University,9,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0
Rice/full/PeterHartleyCV.docx,Peter Reginald Hartley,1986,Rice University,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Rice/full/PeterHartleyCV - Michael Maher.docx,Peter Reginald Hartley,1986,Rice University,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Rice/full/Richard Boylan.docx,Richard Thomas Boylan,1996,Washington University,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Rice/full/Xun Tang.docx,Xun Tang,2014,Rice University,6,0,0,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0
Rice/full/cv.docx,Kerry Back,1987,Indiana University,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rice/full/cv-2021-12-30.docx,Jeremy T. Fox,2013,University of Michigan,10,0,0,1,0,1,0,0,0,0,0,1,4,0,0,1,0,2,0,2,0,0,3,0
Rice/full/cv_ERASLAN.docx,Hülya K. K. Eraslan,2008,Johns Hopkins University,7,0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,6,0,0,1,0,0,0,0
Rice/full/newvita.docx,Mahmoud Amin El-Gamal,1996,University of Wisconsin at Madison,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
Rice/full/vitae.docx,Ted Loch-Temzelides,2002,University of Iowa,7,0,1,1,0,1,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0
Rice/full/vivian-ho-cv-05192025.docx,Vivian Ho,2000,University of Alabama Birmingham,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Rutgers/associate/2024_cai_cv.docx,Zhifeng Cai,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
Rutgers/associate/CV_BingxiaoWu_Rutgers_202409.docx,Bingxiao Wu,2023,Rutgers University,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rutgers/associate/CV_Xiye.docx,Xiye Yang,2022,Rutgers University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Rutgers/associate/Campbell_CV.docx,Colin M. Campbell,2005,Rutgers University,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Rutgers/full/CV-September-2025.docx,Roberto Chang,2000,Rutgers University,11,1,3,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,6,0,3,0,0,2
Rutgers/associate/Saavedra_CV.docx,Martin Saavedra,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rutgers/full/CV - Richard McLean.docx,Richard Patrick McLean,,,,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0
Rutgers/full/CV-JOSEPH-HUGHES.docx,Joseph P. Hughes,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Rutgers/full/CV.docx,Thomas J. Prusa,1994,State University of New York at Stony Brook,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1
Rutgers/full/CVOctober2025.docx,John Tomas Sjöström,1995,Harvard University,4,0,2,0,4,2,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,0
Rutgers/full/CV_Prusa.docx,Thomas J. Prusa,1994,State University of New York at Stony Brook,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1
Rutgers/full/IraGangVita.docx,Ira N. Gang,1992,Rutgers University,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4
Rutgers/full/Piehl.cv.docx,Anne Morrison Piehl,1998,Harvard University,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Rutgers/full/Landon-LaneCV.docx,John Landon-Lane,2009,"Rutgers, The State University of New Jersey",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Rutgers/full/Moehling CV_August6_2020.docx,Carolyn M. Moehling,2004,Yale University,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rutgers/full/Roger_Klein_Selected_CV.docx,Roger W. Klein,,,,0,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
Rutgers/full/Vitae1.docx,Norman R. Swanson,1999,Texas A&M University,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,12,1
Rutgers/full/cv_mizrach.docx,Bruce Mizrach,1995,Rutgers University,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Rutgers/full/Sopher CV_2020.docx,Barry Sopher,,Rutgers University,,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Rutgers/full/keister-cv.docx,Todd Keister,2004,Instituto Tecnológico Autónomo de México,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,7,0,4,0,0,0,0,0
Rutgers/full/cv_sigman.docx,Hilary Sigman,2001,Rutgers University,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Rutgers/full/short-vita.docx,Oriol Carbonell-Nicolau,,,,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,0,0
SUNY Stony Brook/associate/CV240208.docx,Alexis Anagnostopoulos,2015,Stony Brook University,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
SUNY Stony Brook/associate/CVHBS2023.docx,Hugo A. Benítez-Silva,2007,State University of New York at Stony Brook,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SUNY Stony Brook/associate/CV_ANAGNOSTOPOULOS.docx,Alexis Anagnostopoulos,2015,Stony Brook University,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
SUNY Stony Brook/associate/CV_YiyiZhou.docx,Yiyi Zhou,2020,Stony Brook University,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
SUNY Stony Brook/associate/Ting Liu - C.V..docx,,2019,Stony Brook University,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SUNY Stony Brook/full/CV Yair Tauman October_2024.docx,Yair Tauman,1981,Northwestern University,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,2,0,1,0,0
SUNY Stony Brook/full/CVCarceles.docx,Eva Carceles-Poveda,2008,Stony Brook University,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,2,0,0,0,0,0
SUNY Stony Brook/full/CV.docx,Juan Carlos Conesa,2001,Universitat de Barcelona,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0
SUNY Stony Brook/full/Mihai Manea CV.docx,Mihai Manea,2014,Massachusetts Institute of Technology,5,0,1,2,0,1,0,0,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,0
SUNY Stony Brook/full/cv_montgomery.docx,Mark R. Montgomery,1992,"State University of New York, Stony Brook",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SUNY Stony Brook/full/cv-shmaya.docx,Eran Shmaya,2015,Northwestern University,8,0,2,1,0,1,0,0,0,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0
SUNY Stony Brook/full/Sternvita.docx,Steven N. Stern,1990,University of Virginia,5,0,0,2,2,0,0,0,0,0,0,0,0,1,0,6,0,3,0,0,0,0,2,0
Southern Methodist/associate/CV_Ozerturk.docx,Saltuk Ozerturk,2008,Southern Methodist University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
SUNY Stony Brook/full/cvbrusco_2023.docx,Sandro Brusco,2000,Universidad Carlos III de Madrid,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,5,0,0,1,0,1,0,0
Southern Methodist/associate/Sposi-Michael-CV.docx,Michael Sposi,2024,Southern Methodist University,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
Southern Methodist/associate/OzakCVWeb.docx,Ömer Özak,2018,Southern Methodist University,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Southern Methodist/associate/cv_hdong.docx,Hao Dong,2025,Southern Methodist University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Southern Methodist/associate/cvweb-osang.docx,Thomas Osang,2001,Southern Methodist University,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Southern Methodist/associate/np_cv.docx,Nathaniel Pattison,2025,Southern Methodist University,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Southern Methodist/full/BALKEcvDec2025.docx,Nathan S. Balke,1993,Southern Methodist University,7,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,2,0,1,0,2,0
Southern Methodist/full/cvklaus.docx,Klaus Desmet,2005,Universidad Carlos III,7,0,2,0,0,1,1,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3
Southern Methodist/full/MillimetCV.docx,Daniel L. Millimet,2004,Southern Methodist University,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,2,6,0
Southern Methodist/full/CV.docx,Bo Chen,2025,Southern Methodist University,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Southern Methodist/full/tsalmon_cv.docx,Timothy C. Salmon,2006,Florida State University,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Southern Methodist/full/vita.docx,Santanu Roy,1998,Florida International University,7,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,6,0,0,1,3,0,0,0
Syracuse/associate/BuzardCV.docx,Kristy Buzard,2018,Syracuse University,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Syracuse/associate/CV (20).docx,Hugo B. Jales,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syracuse/associate/CV_Deza_september2025_Accessible.docx,Monica Deza,2023,Syracuse University,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Syracuse/associate/CV_Shifa.docx,Abdulaziz B. Shifa,2022,Syracuse University,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Syracuse/associate/Rothenberg_CV.docx,Alexander D. Rothenberg,2024,Syracuse University,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Syracuse/associate/Singleton-Perry.docx,Perry Singleton,2013,Syracuse University,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Syracuse/associate/TruskinovskyCV.docx,Yulya Truskinovsky,2024,Syracuse University,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Syracuse/associate/cv_Monarch.docx,Ryan Monarch,2025,Syracuse University,11,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
Syracuse/associate/cv_aron_tobias.docx,Áron Dávid Tóbiás,2023,Syracuse University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Syracuse/associate/derek-laing.docx,Derek Laing,1996,Penn State University,6,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Syracuse/full/CV_Nov2025_Mitra.docx,Devashish Mitra,2002,"The Maxwell School of Citizenship & Public Affairs, Syracuse University",6,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,6
Syracuse/full/Lee-CV.docx,Yoonseok Lee,2013,Syracuse University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Syracuse/full/engelhardt-cv-and-bio-january-2025.docx,Gary V. Engelhardt,1998,Dartmouth College,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Syracuse/full/horracecv.docx,William C. Horrace,2002,Syracuse University,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
Syracuse/full/badi-h - baltagi.docx,Badi H. Baltagi,1984,University of Houston,5,0,0,1,0,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,23,1
Tufts/associate/2025_laura_geecv.docx,Laura K. Gee,2019,Tufts University,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Syracuse/full/jan-ondrich.docx,Jan Ondrich,1987,Syracuse University,4,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0
Syracuse/full/jeffrey-d - kubik.docx,Jeffrey D. Kubik,2003,Syracuse University,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
Tufts/associate/9a2b09_b5d1fa56598441ca8acdf78b475c1d47.docx,Kyle Emerick,2020,Tufts University,6,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Tufts/associate/CV_AFS.docx,Alan Finkelstein Shapiro,2021,Tufts University,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
Tufts/associate/Cicala_CV.docx,Steve Cicala,2021,Tufts University,8,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tufts/associate/Kinnanvita.docx,Cynthia Kinnan,2023,Tufts University,13,1,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tufts/associate/cv-drusilla-brown.docx,Drusilla K. Brown,1991,Tufts University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
Tufts/associate/cv-edward-kutsoati.docx,Edward Kutsoati,2005,Tufts University,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tufts/full/Doss CV April 2024.docx,Cheryl R. Doss,2008,Yale University,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tufts/associate/cv-thomas-downes.docx,Thomas Andrews Downes,1998,Tufts University,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tufts/full/Douglas Gollin cv revised 1 November 2025.docx,Douglas Gollin,2002,Williams College,6,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Tufts/full/MMCV_February262025.docx,Margaret Stokes McMillan,2004,Tufts University,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4
Tufts/full/Marcelo Bianconi.docx,Marcelo Bianconi,2014,Tufts University,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tufts/full/SpolaoreCV_October2024.docx,Enrico Spolaore,2004,Tufts University,11,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0
Tufts/full/Silke_Forbes_CV.docx,Silke J. Forbes,2017,Tufts University,14,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Tufts/full/cv-jeffrey-zabel.docx,Jeffrey E. Zabel,1996,Tufts University,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Tufts/full/UjjayantChakravortyAcademicCV.docx,Ujjayant Chakravorty,,,,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Tufts/full/mcinerney_cv_9_13_2023.docx,Melissa Powell McInerney,2014,Tufts University,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Tufts/full/storeygard_cv.docx,Adam Storeygard,2018,Tufts University,6,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
UC Irvine/associate/CV_Choi.docx,Michael Choi,2022,"University of California, Irvine",9,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
UC Irvine/associate/Jeliazkov.docx,Ivan Jeliazkov,2010,"University of California, Irvine",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UC Irvine/associate/CV_YLee.docx,Ying-Ying Lee,2022,"University of California, Irvine",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
UC Irvine/associate/JiaweiChenCV.docx,Jiawei Chen,2012,"University of California, Irvine",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
UC Irvine/associate/vellorearthi_cv_10.20.25.docx,Vellore Arthi,2025,"University of California, Irvine",9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UC Irvine/associate/jenkins_cv.docx,Brian C. Jenkins,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC Irvine/associate/cv_Antonio.docx,Antonio Rodriguez-Lopez,2015,"University of California, Irvine",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
UC Irvine/full/CV-Rocheteau.docx,Guillaume Rocheteau,2008,"University of California, Irvine",10,0,3,2,2,3,1,0,0,0,1,0,0,0,2,2,9,0,7,0,0,2,0,0
UC Irvine/full/CV Mazumder latest.docx,Bhashkar Mazumder,,,,0,2,0,0,1,0,2,0,2,0,0,1,1,1,0,0,1,0,0,0,4,0,0
UC Irvine/full/Branch_cv.docx,William A. Branch,2008,"University of California, Irvine",7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
UC Irvine/full/Harding CV Sept 2025.docx,Matthew Harding,2014,Duke University,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0
UC Irvine/full/CV_YingyingDong.docx,Yingying Dong,2013,University of California Irvine,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
UC Irvine/full/Freedman_CV.docx,Matthew Freedman,2013,Cornell University,6,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,2,0,0
UC Irvine/full/McBrideCV-2025-04-30.docx,Michael T. McBride,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
UC Irvine/full/MilaniCV.docx,Fabio Milani,2011,"University of California, Irvine",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
UC Irvine/full/bogart_vita_jan92026.docx,Dan Bogart,2009,University of California-Irvine,6,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
UC Irvine/full/cv_Agrawal.docx,David R. Agrawal,2019,University of Kentucky,7,0,0,0,0,0,0,1,0,3,1,0,0,1,1,0,0,0,0,0,0,4,0,0
UC Irvine/full/cv_duffy.docx,John Duffy,1999,University of Pittsburgh,7,0,4,0,2,0,0,0,0,0,0,0,0,1,1,4,4,0,2,0,0,1,0,0
UC Irvine/full/cv_Neumark.docx,David Neumark,2005,"University of California, Irvine",18,2,3,0,0,2,0,0,0,1,0,0,0,5,2,1,0,5,0,0,1,5,0,1
UC Irvine/full/skaperdasvitalatest.docx,Stergios Skaperdas,1996,"University of California, Irvine",7,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0
UC Irvine/full/cv_jha_feb_2025.docx,Priyaranjan Jha,2004,"University of California, Irvine",7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,4
UC Irvine/full/vita_Swanson.docx,Eric T. Swanson,2014,"University of California, Irvine",16,0,5,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0
UC Riverside/associate/CV_VOM.docx,Victor Ortego-Marti,2020,University of California Riverside,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
UC Riverside/associate/CV6_25_Bates.docx,Michael David Bates,2025,"University of California, Riverside",10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UC Irvine/associate/clark.cv_.feb_.2024.docx,Damon Clark,2016,"University of California, Irvine",14,0,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
UC Riverside/associate/Nishimura_CV.docx,Hiroki Nishimura,2021,University of California Riverside,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
UC Riverside/associate/D. Lee - CV.docx,,2023,"University of California, Riverside",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UC Riverside/associate/Resume-Troiano-October-2022.docx,Ugo Antonio Troiano,2020,University of California,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UC Riverside/associate/URMEE KHAN_CV_0523.docx,Urmee Khan,2018,"University of California, Riverside",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UC Riverside/associate/cummins_cv_7-2024.docx,Joseph R. Cummins,2024,"University of California, Riverside",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UC Riverside/associate/cv_Shih.docx,Kevin Shih,2023,Queens College CUNY,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0
UC Riverside/associate/cv_Xie.docx,Yang Xie,2023,"University of California, Riverside",7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
UC Riverside/full/Curriculum Vitae_Deolalikar.docx,Anil B. Deolalikar,1989,University of Washington,8,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
UC Riverside/full/Curriculum Vitae_Helfand.docx,Steven M. Helfand,2002,"University of California, Riverside",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UC Riverside/full/Curriculum Vitae_Gao.docx,Jang-Ting Guo,2000,"University of California, Riverside",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1
UC Riverside/full/CV_DKIM_Nov_2025.docx,Donggyu Kim,2021,Korea Advanced Institute of Science and Technology,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
UC Riverside/full/GloriaGonzalezRivera_CV.docx,Gloria Gonzalez-Rivera,1999,"University of California, Riverside",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
UC Riverside/full/cv_TaeHwy.docx,Tae-Hwy Lee,2000,"University of California, Riverside",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
UC Riverside/full/curriculum_vitae_Eren.docx,Ozkan Eren,2018,"University of California, Riverside",11,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0
UC Riverside/full/Marcelle Chauvet - C.V.docx,Marcelle Chauvet,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
UC SantaBarbara/associate/CV_Birchenall.docx,Javier A. Birchenall,2012,University of California Santa Barbara,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
UC Riverside/full/xiong_cv.docx,Siyang Xiong,2013,University of Bristol,4,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0
UC SantaBarbara/associate/CV_Kyle_Meng.docx,Kyle C. Meng,2020,University of California at Santa Barbara,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
