file,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF DEVELOPMENT ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF ECONOMIC THEORY,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,JOURNAL OF POLITICAL ECONOMY,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,QUANTITATIVE ECONOMICS,QUARTERLY JOURNAL OF ECONOMICS,RAND JOURNAL OF ECONOMICS,REVIEW OF ECONOMIC STUDIES,REVIEW OF ECONOMICS AND STATISTICS,THEORETICAL ECONOMICS,name,promotion_university,promotion_year,years_post_phd,unresolved_count,unresolved_fields,unresolved_details,needs_review
Ohio State/associate/Brown_ cv_February2025.docx,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Meta Brown,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Ohio State/associate/John Rehbeck CV.docx,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,John Rehbeck,The Ohio State University,2022,5,0,,{},0
Ohio State/associate/Pok-Sang Lam CV.docx,0,0,0,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,Pok-sang Lam,The Ohio State University,1993,7,0,,{},0
Ohio State/full/Aubhik Khan CV.docx,0,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,Aubhik Khan,Ohio State University,2008,15,1,JOURNAL OF MONETARY ECONOMICS,"{""JOURNAL OF MONETARY ECONOMICS"": ""tie""}",1
Ohio State/full/Audrey Light CV.docx,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,Audrey L. Light,The Ohio State University,2000,13,0,,{},0
Ohio State/full/Bruce Weinberg CV.docx,0,0,0,0,1,0,1,0,1,0,0,0,4,0,2,0,0,0,0,0,0,1,0,Bruce A. Weinberg,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Ohio State/full/Healy-CV.docx,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,Paul J. Healy,The Ohio State University,2010,5,0,,{},0
Ohio State/full/Jim Peck.docx,0,0,0,2,2,1,0,3,0,0,10,0,0,1,1,0,0,0,1,2,1,0,0,James Peck,The Ohio State University,1992,7,0,,{},0
Ohio State/full/John Kagel CV.docx,0,0,0,4,11,4,6,0,0,1,1,0,1,0,3,1,1,0,2,3,0,2,0,John H. Kagel,Texas A&M University,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Ohio State/full/Julia Thomas CV.docx,0,0,0,0,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Julia Kathryn Thomas,Ohio State University,2008,10,0,,{},0
Ohio State/full/Kurt Lavetti CV.docx,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Kurt J. Lavetti,Ohio State University,2019,8,0,,{},0
Ohio State/full/Matthew Weinberg CV.docx,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,Matthew C. Weinberg,Drexel University,2016,9,0,,{},0
Ohio State/full/Trevon Logan CV.docx,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Trevon D. Logan,The Ohio State University,2010,6,1,AMERICAN ECONOMIC REVIEW,"{""AMERICAN ECONOMIC REVIEW"": ""insufficient_support""}",1
Ohio State/full/Yaron Azrieli CV.docx,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,Yaron Azrieli,The Ohio State University,2015,7,0,,{},0
Ohio State/full/cv_blevins.docx,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,Jason R. Blevins,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Ohio State/full/de_jong_r_-_cv_-_2022.docx,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,Robert M. de Jong,Michigan State University,2000,7,0,,{},0
Ohio State/full/yang-vita-2023-osu.docx,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,Huanxing Yang,Ohio State University,2010,6,0,,{},0
Oregon/associate/BurlandoCV.docx,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alfredo Burlando,University of Oregon,2017,7,0,,{},0
Oregon/associate/CV_Kuhn.docx,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,M. Kuhn,University of Oregon,2020,6,0,,{},0
Oregon/associate/CV_cristea.docx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anca D. Cristea,University of Oregon,2016,6,0,,{},0
Oregon/associate/ColasCV.docx,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Mark Colas,University of Oregon,2025,8,0,,{},0
Oregon/associate/David+Evans+CV+Oct+2024.docx,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,David G. Evans,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Oregon/associate/Davis_CV.docx,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Jonathan Martin Villars Davis,University of Oregon,2025,9,0,,{},0
Oregon/associate/JIABIN WU CV.docx,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Jiabin Wu,University of Oregon,2020,6,0,,{},0
Oregon/associate/Mullen_CV.docx,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,Kathleen J. Mullen,University of Oregon,2022,17,0,,{},0
Oregon/associate/Wong_CV.docx,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Woan Foong Wong,University of Oregon,2025,8,0,,{},0
Oregon/associate/miller-cv-web-2023-10-18.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Keaton S. Miller,University of Oregon,2023,8,0,,{},0
Oregon/full/Anne van den Nouweland - CV.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anne van den Nouweland,University of Oregon,2001,8,0,,{},0
Oregon/full/BenjaminHansenCV2023.docx,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,Benjamin Hansen,University of Oregon,2015,6,0,,{},0
Oregon/full/Harbaugh Vitae.docx,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,William T. Harbaugh,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Oregon/full/Vitae_Piger.docx,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,0,Jeremy Piger,University of Oregon,2008,8,0,,{},0
Oregon/full/Waddell-Glen_CV.docx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Glen R Waddell,University of Oregon,2007,7,0,,{},0
Oregon/full/cv_blonigen.docx,0,1,0,0,5,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Bruce A. Blonigen,University of Oregon,2000,5,1,JOURNAL OF INTERNATIONAL ECONOMICS,"{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""tie""}",1
Oregon/full/cv_shankha.docx,0,0,0,0,0,0,2,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,Shankha Chakraborty,University of Oregon,2006,7,0,,{},0
Oregon/full/evans_cv.docx,0,0,2,0,5,1,3,3,0,0,6,0,0,7,0,0,0,0,1,0,3,0,0,,London School of Economics,1992,12,1,name,"{""name"": ""insufficient_support""}",1
Oregon/full/kolpinCV.docx,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Van Kolpin,University of Oregon,1992,6,0,,{},0
Oregon/full/lbak-cv.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Laura A. Bakkensen,University of Arizona,2020,6,0,,{},0
Oregon/full/mcgough_vita_2024.docx,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,Bruce McGough,Oregon State University,2006,6,0,,{},0
Pittsburgh/associate/CV_Mylovanov_June_2021.docx,0,0,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,Tymofiy Mylovanov,University of Pittsburgh,2015,11,0,,{},0
Pittsburgh/associate/Ferrara - CV.docx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,Andreas Ferrara,University of Pittsburgh,2025,6,0,,{},0
Pittsburgh/associate/LauraLiu_cv.docx,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,Laura Liu,Indiana University,2023,6,0,,{},0
Pittsburgh/associate/OSEA_GIUNTELLA_CV_aug25.docx,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Osea Giuntella,University of Pittsburgh,2022,9,0,,{},0
Pittsburgh/associate/Rania_Gihleb_CV_April2023.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rania Gihleb,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Pittsburgh/associate/beresteanu_vita.docx,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Arie Beresteanu,University of Pittsburgh,2012,11,0,,{},0
Pittsburgh/associate/cv_Lusher.docx,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,Lester R. Lusher,University of Hawaii at Manoa,2022,5,0,,{},0
Pittsburgh/full/Alistair_CV.docx,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,Alistair J. Wilson,University of Pittsburgh,2017,6,0,,{},0
Pittsburgh/full/CVRipoll.docx,0,0,0,0,0,0,1,2,0,0,0,0,0,5,0,0,1,0,0,0,2,1,0,Marla Ripoll,University of Pittsburgh,2007,7,0,,{},0
Pittsburgh/full/CV_Daniele_Coen_Pirani_August_2025.docx,0,1,2,0,1,0,0,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,Daniele Coen-Pirani,University of Pittsburgh,2010,10,0,,{},0
Pittsburgh/full/CV_November_2020_walsh.docx,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,2,0,RANDALL P. WALSH,University of Pittsburgh,2008,6,0,,{},0
Pittsburgh/full/CV_september_2025_Vesterlund.docx,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,6,0,0,2,1,0,0,0,Lise Vesterlund,University of Pittsburgh,2004,7,0,,{},0
Pittsburgh/full/VITA_Dejong.docx,0,0,0,0,1,1,0,0,0,3,0,0,0,2,0,0,0,1,0,0,1,3,0,David N. DeJong,University of Pittsburgh,1992,3,0,,{},0
Pittsburgh/full/WangSW-CV.docx,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Stephanie W. Wang,University of Pittsburgh,2015,7,0,,{},0
Pittsburgh/full/cv_weelden.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,Richard Van Weelden,University of Pittsburgh,2017,7,0,,{},0
Pittsburgh/full/cvrigotti.docx,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Luca Rigotti,Duke University,2006,9,0,,{},0
Pittsburgh/full/dmberkcv0425.docx,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,2,0,Daniel Berkowitz,University of Pittsburgh,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Purdue/associate/BZOU_CV.docx,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Ben ZOU,Purdue University,2024,9,0,,{},0
Purdue/associate/CV YR web.docx,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Yaroslav Rosokha,Purdue University,2021,8,0,,{},0
Purdue/associate/Carr_CV_May_2021.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Jillian B. Carr,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Purdue/associate/Soderbery_CV.docx,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Anson Soderbery,Purdue University,2017,6,0,,{},0
Purdue/associate/hedlund_cv.docx,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Aaron Hedlund,University of Missouri,2020,8,0,,{},0
Purdue/full/508_JamesBullard_CV.docx,0,0,0,0,1,0,2,2,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,,,,,5,JOURNAL OF MONETARY ECONOMICS; name; promotion_university; promotion_year; years_post_phd,"{""JOURNAL OF MONETARY ECONOMICS"": ""tie"", ""name"": ""tie"", ""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Purdue/full/B. Roberson Vita F23.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Brian Roberson,Purdue University,2013,8,0,,{},0
Purdue/full/Bao_CV.docx,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Yong Bao,Purdue University,2010,6,0,,{},0
Purdue/full/BondCV.docx,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,Timothy N. Bond,Purdue University,2019,7,0,,{},0
Purdue/full/CV_Dufwenberg_Aug-2025.docx,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,Martin Dufwenberg,Stockholm University,1998,3,0,,{},0
Purdue/full/CasonCV.docx,0,0,0,1,2,1,3,1,1,0,2,0,0,0,3,2,0,0,0,0,1,0,0,Timothy N. Cason,University of Southern California,1997,6,0,,{},0
Purdue/full/ChanCVweb.docx,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,Joshua Chan,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Purdue/full/Cv.docx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Ralph B. Siebert,Purdue University,2011,,1,years_post_phd,"{""years_post_phd"": ""insufficient_support""}",1
Purdue/full/Gill_CV.docx,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,David Gill,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""tie"", ""promotion_year"": ""tie"", ""years_post_phd"": ""insufficient_support""}",1
"Purdue/full/Hummels, David L CV 6.22.2023.docx",0,0,0,0,,0,0,0,1,0,0,4,0,0,1,0,0,0,1,0,0,1,0,David L. Hummels,Purdue University,2002,7,1,AMERICAN ECONOMIC REVIEW,"{""AMERICAN ECONOMIC REVIEW"": ""insufficient_support""}",1
Purdue/full/Mumford-CV.docx,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Kevin J. Mumford,Purdue University,2014,7,0,,{},0
Purdue/full/crucinicv.docx,0,0,0,0,3,0,1,1,0,0,0,3,0,4,0,0,0,0,0,0,0,1,0,MARIO J. CRUCINI,Vanderbilt University,1999,8,0,,{},0
Purdue/full/cv_chongxiang.docx,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,Chong Xiang,Purdue University,2008,6,0,,{},0
Purdue/full/hedlund_cv.docx,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Aaron Hedlund,University of Missouri,2020,8,0,,{},0
Purdue/full/kejriwal_mohitosh_cv_dec6_24.docx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mohitosh Kejriwal,Purdue University,2013,6,0,,{},0
Purdue/full/victoria_prowse_cv.docx,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,1,0,Victoria Prowse,Cornell University,2016,9,0,,{},0
Rice/associate/Bethune-CV.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,Zachary A. Bethune,University of Virginia,2021,6,0,,{},0
Rice/associate/Bobkova_CV.docx,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,Nina Bobkova,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Rice/associate/CV Pouliot Nov2025.pages.docx,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Guillaume A. Pouliot,Rice University,2025,9,0,,{},0
Rice/associate/CV_Calvi_current.docx,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Rossella Calvi,Rice University,2024,8,0,,{},0
Rice/associate/Marc Dudey.docx,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Marc Dudey,Rice University,1996,12,0,,{},0
Rice/associate/Nina Bobkova.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Nina Bobkova,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Rice/associate/Yunmi_Kong_CV.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,Yunmi Kong,Rice University,2024,8,0,,{},0
"Rice/full/Brown, B..docx",0,0,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bryan W. Brown,Rice University,1983,6,0,,{},0
Rice/full/CV-George-R.-Zodrow.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,George R. Zodrow,Rice University,1986,6,0,,{},0
Rice/full/Cunha_CV.docx,0,0,0,0,1,1,0,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,Flávio Cunha,Rice University,2014,7,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""tie""}",1
Rice/full/Isabelle Perrigne.docx,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,0,Isabelle M. Perrigne,University of Southern California,2003,12,0,,{},0
Rice/full/Jim Brown.docx,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,James N. Brown,State University of New York at Stony Brook,1990,10,0,,{},0
Rice/full/KBackCV.docx,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerry Back,Indiana University,1987,4,0,,{},0
Rice/full/MalleshPai-CV.docx,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,Mallesh M Pai,Rice University,2019,9,0,,{},0
Rice/full/PeterHartleyCV - Michael Maher.docx,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Peter Reginald Hartley,Rice University,1986,6,0,,{},0
Rice/full/PeterHartleyCV.docx,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Peter Reginald Hartley,Rice University,1986,6,0,,{},0
Rice/full/Richard Boylan.docx,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Richard Thomas Boylan,Washington University,1996,5,0,,{},0
Rice/full/Xun Tang.docx,0,0,0,0,0,3,0,1,0,4,0,0,0,0,1,0,0,0,0,2,1,1,0,Xun Tang,Rice University,2014,6,0,,{},0
Rice/full/cv-2021-12-30.docx,0,0,0,1,0,1,0,1,0,,0,0,2,0,1,0,0,4,0,2,0,0,0,Jeremy T. Fox,University of Michigan,2013,10,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""tie""}",1
Rice/full/cv.docx,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kerry Back,Indiana University,1987,4,0,,{},0
Rice/full/cv_ERASLAN.docx,0,0,0,2,1,1,0,2,0,0,7,0,0,0,0,0,0,0,0,1,1,0,1,Hülya K. K. Eraslan,Johns Hopkins University,2008,7,0,,{},0
Rice/full/newvita.docx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Mahmoud Amin El-Gamal,University of Wisconsin at Madison,1996,8,0,,{},0
Rice/full/vitae.docx,0,0,0,0,1,1,0,3,0,0,3,0,0,1,1,0,0,1,0,0,0,0,0,Ted Loch-Temzelides,University of Iowa,2002,7,0,,{},0
Rice/full/vivian-ho-cv-05192025.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Vivian Ho,University of Alabama Birmingham,2000,8,0,,{},0
Rutgers/associate/2024_cai_cv.docx,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,ZHIFENG CAI,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Rutgers/associate/CV_BingxiaoWu_Rutgers_202409.docx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bingxiao Wu,Rutgers University,2023,11,0,,{},0
Rutgers/associate/CV_Xiye.docx,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Xiye Yang,Rutgers University,2022,7,0,,{},0
Rutgers/associate/Campbell_CV.docx,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,Colin M. Campbell,Rutgers University,2005,10,0,,{},0
Rutgers/associate/Saavedra_CV.docx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Martin Saavedra,Oberlin College,2020,6,0,,{},0
Rutgers/full/CV - Richard McLean.docx,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,2,Richard Patrick McLean,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""all_missing""}",1
Rutgers/full/CV-JOSEPH-HUGHES.docx,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Joseph P. Hughes,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Rutgers/full/CV-September-2025.docx,0,0,1,0,3,0,0,3,2,0,3,3,0,6,0,0,0,0,1,0,0,0,0,Roberto Chang,Rutgers University,2000,11,0,,{},0
Rutgers/full/CV.docx,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,Thomas J. Prusa,State University of New York at Stony Brook,1994,6,0,,{},0
Rutgers/full/CVOctober2025.docx,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,4,0,1,John Tomas Sjöström,Harvard University,1995,4,0,,{},0
Rutgers/full/CV_Prusa.docx,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,Thomas J. Prusa,State University of New York at Stony Brook,1994,6,0,,{},0
Rutgers/full/IraGangVita.docx,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Ira N. Gang,Rutgers University,1992,9,0,,{},0
Rutgers/full/Landon-LaneCV.docx,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Landon-Lane,"Rutgers, The State University of New Jersey",2009,11,0,,{},0
Rutgers/full/Moehling CV_August6_2020.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Carolyn M. Moehling,Yale University,2004,8,0,,{},0
Rutgers/full/Piehl.cv.docx,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Anne Morrison Piehl,Harvard University,1998,4,0,,{},0
Rutgers/full/Roger_Klein_Selected_CV.docx,0,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,Roger W. Klein,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Rutgers/full/Sopher CV_2020.docx,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Barry Sopher,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Rutgers/full/Vitae1.docx,0,0,0,0,0,1,0,1,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,Norman R. Swanson,Texas A&M University,1999,5,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""insufficient_support""}",1
Rutgers/full/cv_mizrach.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Bruce Mizrach,Rutgers University,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Rutgers/full/cv_sigman.docx,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Hilary Sigman,Rutgers University,2001,8,0,,{},0
Rutgers/full/keister-cv.docx,0,0,0,0,1,0,0,2,0,0,8,0,0,4,0,0,0,0,0,0,2,0,0,Todd Keister,Instituto Tecnológico Autónomo de México,2004,6,0,,{},0
Rutgers/full/short-vita.docx,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,Oriol Carbonell-Nicolau,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
